stageId,loadout,winRate,avgSec,avgArkHp,star2Rate,star3Rate,avgKills,avgDrafts
1-7,balanced,100.0,107.2,97.5,100.0,76.0,86.0,4.00
1-7,physical_only,100.0,106.7,97.5,100.0,76.0,86.0,4.00
1-7,arcane_heavy,100.0,102.1,97.5,100.0,76.0,86.0,4.00
1-7,holy_heavy,100.0,125.4,82.5,88.0,10.0,81.8,4.00
1-7,no_blocker,100.0,99.2,97.5,100.0,76.0,86.0,4.00
1-7,spam_cheapest,0.0,0.0,0.0,0.0,0.0,17.4,3.04
1-7,all_expensive,100.0,101.7,96.5,100.0,68.0,85.6,4.00
1-7,turtle,4.0,149.0,20.0,0.0,0.0,21.7,3.04
1-7,c_only,14.0,103.8,33.7,14.0,0.0,35.9,3.14
1-7,r_only,100.0,102.4,95.9,100.0,48.0,85.6,4.00
1-8,recommended,100.0,78.8,98.4,100.0,86.0,45.7,3.00
1-8,balanced,100.0,78.8,88.0,100.0,4.0,32.3,3.00
1-8,physical_only,100.0,78.8,87.3,100.0,4.0,36.0,3.00
1-8,arcane_heavy,100.0,78.8,98.4,100.0,86.0,41.5,3.00
1-8,holy_heavy,100.0,78.8,75.9,100.0,2.0,20.5,3.00
1-8,no_blocker,100.0,78.8,98.4,100.0,86.0,46.0,3.00
1-8,spam_cheapest,100.0,78.8,31.4,100.0,0.0,5.5,3.00
1-8,all_expensive,100.0,78.8,87.1,100.0,4.0,40.6,3.00
1-8,turtle,100.0,78.8,31.4,100.0,0.0,9.8,3.00
1-8,c_only,100.0,78.8,32.1,100.0,0.0,24.2,3.00
1-8,r_only,100.0,78.8,80.1,100.0,2.0,35.4,3.00
1-9,recommended,38.0,152.6,45.5,38.0,0.0,69.8,4.60
1-9,balanced,12.0,161.3,43.5,12.0,0.0,24.9,3.46
1-9,physical_only,4.0,148.6,20.0,4.0,0.0,13.4,3.12
1-9,arcane_heavy,12.0,150.2,56.2,12.0,0.0,24.8,3.36
1-9,holy_heavy,10.0,150.8,6.4,10.0,0.0,18.4,3.30
1-9,no_blocker,0.0,0.0,0.0,0.0,0.0,11.3,3.08
1-9,spam_cheapest,0.0,0.0,0.0,0.0,0.0,5.0,2.88
1-9,all_expensive,6.0,168.1,43.0,6.0,0.0,39.0,3.78
1-9,turtle,0.0,0.0,0.0,0.0,0.0,9.2,3.00
1-9,c_only,0.0,0.0,0.0,0.0,0.0,8.1,3.00
1-9,r_only,2.0,155.6,8.0,2.0,0.0,15.5,3.12
1-10,recommended,100.0,152.4,97.3,100.0,72.0,100.9,4.00
1-10,balanced,100.0,172.9,96.1,90.0,38.0,100.6,4.00
1-10,physical_only,100.0,184.3,97.4,86.0,28.0,101.0,4.00
1-10,arcane_heavy,100.0,189.3,97.4,86.0,24.0,101.2,4.00
1-10,holy_heavy,100.0,186.6,73.8,32.0,6.0,94.4,4.00
1-10,no_blocker,36.0,171.3,97.3,36.0,22.0,100.1,4.00
1-10,spam_cheapest,18.0,166.0,45.0,14.0,0.0,27.7,4.00
1-10,all_expensive,100.0,155.1,93.1,100.0,18.0,98.8,4.00
1-10,turtle,94.0,181.5,43.1,32.0,0.0,84.5,4.00
1-10,c_only,100.0,185.4,48.3,42.0,0.0,88.1,4.00
1-10,r_only,100.0,179.6,90.5,56.0,6.0,99.2,4.00
1-11,recommended,100.0,129.3,97.8,100.0,76.0,116.0,5.00
1-11,balanced,100.0,132.6,97.4,100.0,68.0,115.9,5.00
1-11,physical_only,100.0,131.6,97.8,100.0,76.0,116.0,5.00
1-11,arcane_heavy,100.0,132.9,97.8,100.0,76.0,116.0,5.00
1-11,holy_heavy,100.0,153.4,71.6,90.0,6.0,108.8,5.00
1-11,no_blocker,100.0,129.0,97.8,100.0,76.0,116.0,5.00
1-11,spam_cheapest,0.0,0.0,0.0,0.0,0.0,24.4,4.00
1-11,all_expensive,100.0,130.7,97.1,100.0,68.0,115.7,5.00
1-11,turtle,0.0,0.0,0.0,0.0,0.0,30.3,4.00
1-11,c_only,6.0,131.4,72.0,6.0,0.0,42.7,4.06
1-11,r_only,100.0,130.5,90.3,100.0,22.0,113.8,5.00
1-12,recommended,100.0,128.1,97.8,100.0,76.0,83.0,5.00
1-12,balanced,100.0,130.8,97.8,100.0,76.0,83.0,5.00
1-12,physical_only,100.0,131.0,97.8,100.0,76.0,83.0,5.00
1-12,arcane_heavy,100.0,131.3,97.8,100.0,76.0,83.0,5.00
1-12,holy_heavy,100.0,147.4,97.8,100.0,76.0,83.0,5.00
1-12,no_blocker,100.0,128.6,97.8,100.0,76.0,83.0,5.00
1-12,spam_cheapest,22.0,139.0,89.9,22.0,12.0,18.8,5.00
1-12,all_expensive,100.0,129.7,97.8,100.0,76.0,83.0,5.00
1-12,turtle,100.0,159.8,97.8,96.0,64.0,83.0,5.00
1-12,c_only,100.0,129.0,97.8,100.0,76.0,83.0,5.00
1-12,r_only,100.0,129.2,97.8,100.0,76.0,83.0,5.00
1-13,recommended,100.0,70.0,78.5,100.0,0.0,24.5,2.96
1-13,balanced,100.0,70.0,74.8,100.0,0.0,22.9,2.96
1-13,physical_only,100.0,70.0,76.2,100.0,2.0,23.2,2.96
1-13,arcane_heavy,100.0,70.0,98.4,100.0,86.0,37.2,2.96
1-13,holy_heavy,100.0,70.0,77.5,100.0,0.0,22.8,2.96
1-13,no_blocker,100.0,70.0,90.5,100.0,14.0,29.0,2.96
1-13,spam_cheapest,100.0,70.0,28.9,100.0,0.0,1.0,2.96
1-13,all_expensive,100.0,70.0,98.4,100.0,86.0,42.4,2.96
1-13,turtle,100.0,70.0,42.8,100.0,0.0,14.8,2.96
1-13,c_only,100.0,70.0,40.8,100.0,0.0,8.3,2.96
1-13,r_only,100.0,70.0,75.7,100.0,0.0,22.5,2.96
1-14,recommended,100.0,128.3,97.8,100.0,76.0,94.0,5.00
1-14,balanced,100.0,134.9,97.8,100.0,76.0,94.0,5.00
1-14,physical_only,100.0,132.4,97.8,100.0,76.0,94.0,5.00
1-14,arcane_heavy,100.0,135.9,97.8,100.0,76.0,94.0,5.00
1-14,holy_heavy,100.0,155.7,97.8,98.0,66.0,94.0,5.00
1-14,no_blocker,100.0,130.0,94.5,100.0,30.0,92.7,5.00
1-14,spam_cheapest,22.0,144.7,93.2,22.0,10.0,39.3,5.00
1-14,all_expensive,100.0,131.7,94.4,100.0,30.0,92.6,5.00
1-14,turtle,100.0,158.7,97.8,96.0,62.0,94.0,5.00
1-14,c_only,100.0,131.4,97.8,100.0,76.0,94.0,5.00
1-14,r_only,100.0,128.8,97.8,100.0,76.0,94.0,5.00
1-15,recommended,100.0,128.9,97.8,100.0,76.0,89.0,5.00
1-15,balanced,100.0,136.5,88.5,100.0,12.0,86.2,5.00
1-15,physical_only,100.0,132.6,85.9,100.0,12.0,85.5,5.00
1-15,arcane_heavy,100.0,132.3,97.8,100.0,76.0,89.0,5.00
1-15,holy_heavy,100.0,155.4,72.0,88.0,0.0,81.9,5.00
1-15,no_blocker,100.0,128.0,97.8,100.0,76.0,89.0,5.00
1-15,spam_cheapest,0.0,0.0,0.0,0.0,0.0,7.0,4.18
1-15,all_expensive,100.0,130.7,87.5,100.0,12.0,86.0,5.00
1-15,turtle,0.0,0.0,0.0,0.0,0.0,21.7,4.18
1-15,c_only,16.0,132.2,27.5,16.0,0.0,43.1,4.30
1-15,r_only,100.0,131.0,94.2,100.0,14.0,87.9,5.00
1-16,recommended,100.0,110.6,97.8,100.0,76.0,61.9,4.54
1-16,balanced,100.0,134.2,97.8,100.0,76.0,67.8,5.00
1-16,physical_only,100.0,119.8,97.8,100.0,76.0,60.8,4.72
1-16,arcane_heavy,100.0,121.2,97.8,100.0,76.0,65.3,4.92
1-16,holy_heavy,100.0,165.9,90.9,72.0,22.0,67.2,5.00
1-16,no_blocker,100.0,73.0,98.4,100.0,88.0,30.5,2.88
1-16,spam_cheapest,18.0,195.8,81.9,12.0,0.0,12.4,4.60
1-16,all_expensive,100.0,112.8,97.8,100.0,76.0,62.7,4.62
1-16,turtle,94.0,172.5,96.6,78.0,12.0,65.9,5.00
1-16,c_only,100.0,103.1,97.8,100.0,76.0,52.0,4.12
1-16,r_only,100.0,94.8,97.8,100.0,76.0,45.6,3.78
1-17,recommended,100.0,128.8,97.8,100.0,76.0,98.0,5.00
1-17,balanced,100.0,132.7,97.8,100.0,76.0,98.0,5.00
1-17,physical_only,100.0,134.2,97.8,100.0,76.0,98.0,5.00
1-17,arcane_heavy,100.0,131.2,97.8,100.0,76.0,98.0,5.00
1-17,holy_heavy,100.0,148.7,86.2,100.0,14.0,94.6,5.00
1-17,no_blocker,100.0,128.8,97.8,100.0,76.0,98.0,5.00
1-17,spam_cheapest,22.0,140.0,14.3,22.0,0.0,31.6,5.00
1-17,all_expensive,100.0,130.4,96.9,100.0,68.0,97.7,5.00
1-17,turtle,100.0,164.7,16.3,60.0,0.0,77.0,5.00
1-17,c_only,100.0,131.3,19.2,100.0,0.0,77.7,5.00
1-17,r_only,100.0,129.3,89.8,100.0,26.0,95.7,5.00
1-18,recommended,100.0,78.8,98.4,100.0,86.0,51.6,3.00
1-18,balanced,100.0,78.8,98.4,100.0,86.0,44.0,3.00
1-18,physical_only,100.0,78.8,98.4,100.0,86.0,46.4,3.00
1-18,arcane_heavy,100.0,78.8,98.4,100.0,86.0,48.7,3.00
1-18,holy_heavy,100.0,78.8,85.3,100.0,6.0,35.4,3.00
1-18,no_blocker,100.0,78.8,98.0,100.0,68.0,52.2,3.00
1-18,spam_cheapest,100.0,78.8,27.1,100.0,0.0,17.7,3.00
1-18,all_expensive,100.0,78.8,92.7,100.0,4.0,47.3,3.00
1-18,turtle,100.0,78.8,27.3,100.0,0.0,21.3,3.00
1-18,c_only,100.0,78.8,29.7,100.0,0.0,30.6,3.00
1-18,r_only,100.0,78.8,89.6,100.0,16.0,47.1,3.00
1-19,recommended,100.0,136.7,97.9,100.0,74.0,144.0,6.00
1-19,balanced,100.0,141.9,92.8,100.0,26.0,142.5,6.00
1-19,physical_only,100.0,148.3,93.9,100.0,26.0,142.8,6.00
1-19,arcane_heavy,100.0,143.5,97.9,100.0,74.0,144.0,6.00
1-19,holy_heavy,96.0,163.6,80.4,86.0,8.0,137.7,6.00
1-19,no_blocker,100.0,136.7,97.9,100.0,74.0,144.0,6.00
1-19,spam_cheapest,0.0,0.0,0.0,0.0,0.0,20.4,3.06
1-19,all_expensive,100.0,138.7,97.2,100.0,70.0,143.8,6.00
1-19,turtle,4.0,198.0,12.0,0.0,0.0,35.5,3.28
1-19,c_only,12.0,153.1,35.7,12.0,0.0,48.7,3.46
1-19,r_only,100.0,138.5,80.2,100.0,10.0,138.9,6.00
1-20,recommended,76.0,255.7,86.3,20.0,0.0,105.1,6.00
1-20,balanced,32.0,271.2,85.4,6.0,0.0,105.2,6.00
1-20,physical_only,78.0,299.3,84.6,8.0,0.0,104.9,6.00
1-20,arcane_heavy,20.0,272.0,97.0,14.0,0.0,108.2,6.00
1-20,holy_heavy,90.0,285.5,56.3,6.0,0.0,96.4,6.00
1-20,no_blocker,2.0,284.4,100.0,2.0,0.0,108.0,6.00
1-20,spam_cheapest,0.0,0.0,0.0,0.0,0.0,8.0,3.84
1-20,all_expensive,16.0,213.1,80.6,12.0,0.0,104.2,6.00
1-20,turtle,0.0,0.0,0.0,0.0,0.0,19.6,3.86
1-20,c_only,6.0,305.1,17.3,0.0,0.0,45.9,4.14
1-20,r_only,100.0,240.8,73.3,22.0,2.0,102.2,6.00
